_id,type,url,filename,path
665485e8e3edade336794f8c,image,file:///home/yvanoide/iadev-python/base/images/volume_364_slice_59_jpg.rf.fc1f94e7d0956e244a8e7629971aca04.jpg,volume_364_slice_59_jpg.rf.fc1f94e7d0956e244a8e7629971aca04.jpg,/home/yvanoide/iadev-python/base/images/volume_364_slice_59_jpg.rf.fc1f94e7d0956e244a8e7629971aca04.jpg
665485e9e3edade336794f8d,image,file:///home/yvanoide/iadev-python/base/images/volume_26_slice_56_jpg.rf.196ffeb569c32b90696adb9014315abd.jpg,volume_26_slice_56_jpg.rf.196ffeb569c32b90696adb9014315abd.jpg,/home/yvanoide/iadev-python/base/images/volume_26_slice_56_jpg.rf.196ffeb569c32b90696adb9014315abd.jpg
665485e9e3edade336794f8e,image,file:///home/yvanoide/iadev-python/base/images/volume_221_slice_76_jpg.rf.1d895668649dca4917b0335d19b9e043.jpg,volume_221_slice_76_jpg.rf.1d895668649dca4917b0335d19b9e043.jpg,/home/yvanoide/iadev-python/base/images/volume_221_slice_76_jpg.rf.1d895668649dca4917b0335d19b9e043.jpg
665485e9e3edade336794f8f,image,file:///home/yvanoide/iadev-python/base/images/volume_252_slice_48_jpg.rf.a4be325ce6867739327e70078df6a391.jpg,volume_252_slice_48_jpg.rf.a4be325ce6867739327e70078df6a391.jpg,/home/yvanoide/iadev-python/base/images/volume_252_slice_48_jpg.rf.a4be325ce6867739327e70078df6a391.jpg
665485e9e3edade336794f90,image,file:///home/yvanoide/iadev-python/base/images/volume_5_slice_95_jpg.rf.3d8bc7dad6a039fe794e57a4c14cbdc9.jpg,volume_5_slice_95_jpg.rf.3d8bc7dad6a039fe794e57a4c14cbdc9.jpg,/home/yvanoide/iadev-python/base/images/volume_5_slice_95_jpg.rf.3d8bc7dad6a039fe794e57a4c14cbdc9.jpg
665485e9e3edade336794f91,image,file:///home/yvanoide/iadev-python/base/images/volume_102_slice_119_jpg.rf.a7f5783ac671b2565c4bc6c9937177d8.jpg,volume_102_slice_119_jpg.rf.a7f5783ac671b2565c4bc6c9937177d8.jpg,/home/yvanoide/iadev-python/base/images/volume_102_slice_119_jpg.rf.a7f5783ac671b2565c4bc6c9937177d8.jpg
665485e9e3edade336794f92,image,file:///home/yvanoide/iadev-python/base/images/volume_29_slice_100_jpg.rf.20ef70c3f9ddda702c79771b75063a5e.jpg,volume_29_slice_100_jpg.rf.20ef70c3f9ddda702c79771b75063a5e.jpg,/home/yvanoide/iadev-python/base/images/volume_29_slice_100_jpg.rf.20ef70c3f9ddda702c79771b75063a5e.jpg
665485e9e3edade336794f93,image,file:///home/yvanoide/iadev-python/base/images/volume_166_slice_99_jpg.rf.e09a443621ca97cbfe765ac96dddb629.jpg,volume_166_slice_99_jpg.rf.e09a443621ca97cbfe765ac96dddb629.jpg,/home/yvanoide/iadev-python/base/images/volume_166_slice_99_jpg.rf.e09a443621ca97cbfe765ac96dddb629.jpg
665485e9e3edade336794f94,image,file:///home/yvanoide/iadev-python/base/images/volume_138_slice_98_jpg.rf.ff3b3150a07540b58bc5fa6e5ace36e4.jpg,volume_138_slice_98_jpg.rf.ff3b3150a07540b58bc5fa6e5ace36e4.jpg,/home/yvanoide/iadev-python/base/images/volume_138_slice_98_jpg.rf.ff3b3150a07540b58bc5fa6e5ace36e4.jpg
665485e9e3edade336794f95,image,file:///home/yvanoide/iadev-python/base/images/volume_221_slice_40_jpg.rf.601b19fccdc7c51e000c6c3b96da0955.jpg,volume_221_slice_40_jpg.rf.601b19fccdc7c51e000c6c3b96da0955.jpg,/home/yvanoide/iadev-python/base/images/volume_221_slice_40_jpg.rf.601b19fccdc7c51e000c6c3b96da0955.jpg
665485e9e3edade336794f96,image,file:///home/yvanoide/iadev-python/base/images/volume_311_slice_105_jpg.rf.887111f69ed61eba08d4a91e3ff852d4.jpg,volume_311_slice_105_jpg.rf.887111f69ed61eba08d4a91e3ff852d4.jpg,/home/yvanoide/iadev-python/base/images/volume_311_slice_105_jpg.rf.887111f69ed61eba08d4a91e3ff852d4.jpg
665485e9e3edade336794f97,image,file:///home/yvanoide/iadev-python/base/images/volume_14_slice_74_jpg.rf.bc297ae6bef4086d430b2760a96fedf7.jpg,volume_14_slice_74_jpg.rf.bc297ae6bef4086d430b2760a96fedf7.jpg,/home/yvanoide/iadev-python/base/images/volume_14_slice_74_jpg.rf.bc297ae6bef4086d430b2760a96fedf7.jpg
665485e9e3edade336794f98,image,file:///home/yvanoide/iadev-python/base/images/volume_47_slice_98_jpg.rf.515246d46b43f46b40cb342dd7f1c1f2.jpg,volume_47_slice_98_jpg.rf.515246d46b43f46b40cb342dd7f1c1f2.jpg,/home/yvanoide/iadev-python/base/images/volume_47_slice_98_jpg.rf.515246d46b43f46b40cb342dd7f1c1f2.jpg
665485e9e3edade336794f99,image,file:///home/yvanoide/iadev-python/base/images/volume_190_slice_64_jpg.rf.af95a034c51024cd529ad551f0417f39.jpg,volume_190_slice_64_jpg.rf.af95a034c51024cd529ad551f0417f39.jpg,/home/yvanoide/iadev-python/base/images/volume_190_slice_64_jpg.rf.af95a034c51024cd529ad551f0417f39.jpg
665485e9e3edade336794f9a,image,file:///home/yvanoide/iadev-python/base/images/volume_174_slice_83_jpg.rf.a361b97f339296eef230cb046a0b7337.jpg,volume_174_slice_83_jpg.rf.a361b97f339296eef230cb046a0b7337.jpg,/home/yvanoide/iadev-python/base/images/volume_174_slice_83_jpg.rf.a361b97f339296eef230cb046a0b7337.jpg
665485e9e3edade336794f9b,image,file:///home/yvanoide/iadev-python/base/images/volume_124_slice_36_jpg.rf.373b2928f824ec6c7b58ad6b3b6875ef.jpg,volume_124_slice_36_jpg.rf.373b2928f824ec6c7b58ad6b3b6875ef.jpg,/home/yvanoide/iadev-python/base/images/volume_124_slice_36_jpg.rf.373b2928f824ec6c7b58ad6b3b6875ef.jpg
